id,type,title,description,location,severity,date,source
1884,road_condition,Potholes on main road,Several potholes reported on the central road.,Quetta,Medium,2025-06-20T20:16:00,https://www.geo.tv/
1885,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Hyderabad,Critical,2025-03-30T10:38:00,Local Traffic Police Report
1886,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Gujranwala,Medium,2025-02-28T13:00:00,https://arynews.tv/
1887,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Quetta,High,2025-07-02T20:30:00,User Report (Chatbot)
1888,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Rawalpindi,Critical,2024-09-16T02:31:00,https://www.geo.tv/
1889,road_condition,Potholes on main road,Several potholes reported on the central road.,Multan,Low,2024-09-16T18:48:00,Local Traffic Police Report
1890,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Faisalabad,High,2024-11-23T20:33:00,Local Traffic Police Report
1891,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Rawalpindi,Medium,2024-12-31T19:05:00,Local Traffic Police Report
1892,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Gujranwala,High,2024-11-01T23:06:00,Local Traffic Police Report
1893,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Karachi,Medium,2024-12-30T19:47:00,https://www.dawn.com/
1894,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Hyderabad,Critical,2025-09-17T07:42:00,https://www.geo.tv/
1895,road_condition,Potholes on main road,Several potholes reported on the central road.,Sialkot,High,2024-11-30T11:51:00,https://www.geo.tv/
1896,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Rawalpindi,Low,2024-09-28T19:53:00,User Report (Chatbot)
1897,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Hyderabad,High,2025-02-01T15:58:00,https://arynews.tv/
1898,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Islamabad,High,2025-05-27T01:37:00,https://www.dawn.com/
1899,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Multan,Low,2025-07-21T15:04:00,User Report (Chatbot)
1900,road_condition,Potholes on main road,Several potholes reported on the central road.,Rawalpindi,High,2025-02-10T21:41:00,https://www.geo.tv/
1901,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Quetta,Low,2024-11-10T10:35:00,User Report (Chatbot)
1902,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Gujranwala,Medium,2024-10-10T17:16:00,User Report (Chatbot)
1903,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Peshawar,Low,2024-10-07T03:46:00,https://arynews.tv/
1904,road_condition,Potholes on main road,Several potholes reported on the central road.,Islamabad,High,2024-12-04T17:55:00,https://arynews.tv/
1905,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Peshawar,High,2025-08-29T09:51:00,https://www.dawn.com/
1906,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Rawalpindi,Medium,2025-06-11T10:35:00,https://www.geo.tv/
1907,road_condition,Potholes on main road,Several potholes reported on the central road.,Rawalpindi,High,2025-05-06T16:04:00,https://www.dawn.com/
1908,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Gujranwala,Critical,2024-11-03T00:54:00,User Report (Chatbot)
1909,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Multan,Low,2025-07-24T14:06:00,https://www.dawn.com/
1910,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Sialkot,Low,2024-12-03T04:17:00,https://www.geo.tv/
1911,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Karachi,Low,2025-04-01T12:04:00,https://www.dawn.com/
1912,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Faisalabad,High,2025-08-18T09:11:00,https://arynews.tv/
1913,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Sukkur,Medium,2024-10-04T01:53:00,https://www.dawn.com/
1914,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Lahore,Low,2025-08-29T08:23:00,https://arynews.tv/
1915,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Sialkot,High,2025-03-12T06:03:00,https://www.dawn.com/
1916,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Hyderabad,Low,2025-09-15T12:59:00,https://www.dawn.com/
1917,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Quetta,Critical,2025-03-24T20:57:00,User Report (Chatbot)
1918,road_condition,Potholes on main road,Several potholes reported on the central road.,Hyderabad,High,2025-02-28T18:58:00,https://www.geo.tv/
1919,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Peshawar,Critical,2025-03-20T16:57:00,User Report (Chatbot)
1920,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Sukkur,Low,2024-11-14T23:21:00,https://www.geo.tv/
1921,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Gujranwala,High,2025-02-14T22:54:00,User Report (Chatbot)
1922,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Sialkot,Critical,2025-06-06T20:35:00,Local Traffic Police Report
1923,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Quetta,High,2024-10-07T07:13:00,https://www.geo.tv/
1924,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Hyderabad,Medium,2025-03-26T13:38:00,User Report (Chatbot)
1925,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Sukkur,Low,2024-11-29T09:35:00,https://arynews.tv/
1926,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Quetta,Critical,2025-07-30T22:33:00,https://www.dawn.com/
1927,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Gujranwala,Low,2025-07-31T05:49:00,User Report (Chatbot)
1928,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Peshawar,High,2025-08-09T04:44:00,https://www.geo.tv/
1929,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Faisalabad,Low,2025-09-03T10:18:00,https://www.dawn.com/
1930,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Peshawar,High,2025-07-28T02:56:00,Local Traffic Police Report
1931,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Gujranwala,Medium,2025-07-30T04:59:00,Local Traffic Police Report
1932,road_condition,Potholes on main road,Several potholes reported on the central road.,Sialkot,High,2024-12-12T11:33:00,https://www.dawn.com/
1933,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sialkot,High,2024-11-02T21:30:00,https://arynews.tv/
1934,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Rawalpindi,Critical,2024-11-02T00:25:00,https://www.dawn.com/
1935,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Islamabad,Medium,2025-04-06T15:53:00,https://arynews.tv/
1936,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Karachi,High,2025-07-16T18:12:00,https://www.dawn.com/
1937,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Quetta,High,2024-10-12T11:12:00,https://www.dawn.com/
1938,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Gujranwala,High,2024-09-01T21:53:00,https://www.geo.tv/
1939,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Peshawar,High,2025-05-11T21:55:00,https://arynews.tv/
1940,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Islamabad,Low,2025-01-14T20:04:00,https://www.geo.tv/
1941,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Sukkur,High,2025-04-04T00:50:00,https://arynews.tv/
1942,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Rawalpindi,Low,2025-04-12T01:43:00,https://www.dawn.com/
1943,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Islamabad,Low,2024-10-23T02:33:00,User Report (Chatbot)
1944,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Quetta,High,2025-01-04T09:15:00,https://arynews.tv/
1945,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Hyderabad,Medium,2025-09-23T20:52:00,User Report (Chatbot)
1946,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Peshawar,Medium,2024-11-05T06:26:00,Local Traffic Police Report
1947,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Quetta,Low,2025-02-13T13:15:00,User Report (Chatbot)
1948,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Faisalabad,Low,2024-12-25T16:12:00,https://arynews.tv/
1949,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Sialkot,High,2024-12-30T07:25:00,User Report (Chatbot)
1950,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Rawalpindi,Low,2025-02-19T01:21:00,User Report (Chatbot)
1951,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Sialkot,Critical,2025-09-09T15:11:00,https://arynews.tv/
1952,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Islamabad,Low,2024-10-18T12:25:00,https://arynews.tv/
1953,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Multan,Critical,2024-10-18T14:46:00,https://arynews.tv/
1954,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Lahore,Low,2025-07-04T19:03:00,https://arynews.tv/
1955,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Peshawar,Low,2024-12-27T02:36:00,User Report (Chatbot)
1956,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Rawalpindi,Critical,2025-03-18T18:15:00,User Report (Chatbot)
1957,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Rawalpindi,High,2025-04-29T22:49:00,https://www.geo.tv/
1958,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Hyderabad,Low,2025-03-25T05:59:00,https://www.geo.tv/
1959,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Faisalabad,High,2024-10-26T08:52:00,https://www.geo.tv/
1960,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Peshawar,Medium,2025-08-02T04:52:00,https://www.geo.tv/
1961,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sukkur,High,2024-10-20T22:49:00,Local Traffic Police Report
1962,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sialkot,Critical,2025-01-20T17:30:00,Local Traffic Police Report
1963,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Sukkur,Medium,2025-08-20T04:49:00,Local Traffic Police Report
1964,road_condition,Potholes on main road,Several potholes reported on the central road.,Hyderabad,Medium,2024-11-14T23:52:00,https://arynews.tv/
1965,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Peshawar,Medium,2025-03-06T19:25:00,https://www.dawn.com/
1966,road_condition,Potholes on main road,Several potholes reported on the central road.,Lahore,High,2025-07-28T17:27:00,Local Traffic Police Report
1967,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Faisalabad,High,2024-09-16T21:36:00,https://www.dawn.com/
1968,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Islamabad,Low,2025-02-14T23:20:00,Local Traffic Police Report
1969,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Sialkot,High,2025-07-07T19:00:00,Local Traffic Police Report
1970,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Islamabad,Low,2025-07-13T08:58:00,https://arynews.tv/
1971,road_condition,Potholes on main road,Several potholes reported on the central road.,Lahore,High,2024-11-06T06:00:00,https://www.geo.tv/
1972,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Gujranwala,High,2024-09-13T18:16:00,https://www.geo.tv/
1973,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Karachi,Low,2024-11-09T07:06:00,https://www.dawn.com/
1974,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Gujranwala,Medium,2024-10-08T15:43:00,Local Traffic Police Report
1975,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Sialkot,Low,2024-12-15T20:28:00,https://www.geo.tv/
1976,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Faisalabad,High,2024-10-29T22:43:00,https://arynews.tv/
1977,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Peshawar,Medium,2025-05-18T23:28:00,Local Traffic Police Report
1978,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Gujranwala,Low,2025-09-26T19:43:00,https://arynews.tv/
1979,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Karachi,Low,2024-09-16T15:35:00,User Report (Chatbot)
1980,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Rawalpindi,High,2025-04-26T13:48:00,https://www.geo.tv/
1981,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Faisalabad,Low,2024-10-24T11:38:00,Local Traffic Police Report
1982,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Lahore,Critical,2025-05-18T11:50:00,https://www.geo.tv/
1983,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Peshawar,High,2025-04-13T07:21:00,https://www.geo.tv/
1984,road_condition,Potholes on main road,Several potholes reported on the central road.,Sukkur,Medium,2024-12-10T04:17:00,User Report (Chatbot)
1985,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Faisalabad,Medium,2024-12-25T23:14:00,User Report (Chatbot)
1986,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Rawalpindi,Low,2024-09-26T06:42:00,https://arynews.tv/
1987,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Islamabad,Critical,2024-12-17T19:15:00,https://arynews.tv/
1988,road_condition,Potholes on main road,Several potholes reported on the central road.,Sialkot,Low,2025-06-05T08:40:00,https://www.dawn.com/
1989,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Sukkur,Medium,2025-06-25T10:40:00,https://www.dawn.com/
1990,road_condition,Potholes on main road,Several potholes reported on the central road.,Faisalabad,High,2025-03-18T05:08:00,User Report (Chatbot)
1991,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Peshawar,High,2025-07-26T15:50:00,https://www.dawn.com/
1992,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Quetta,Medium,2024-11-29T04:09:00,User Report (Chatbot)
1993,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Peshawar,Medium,2025-02-12T01:40:00,User Report (Chatbot)
1994,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Islamabad,Critical,2025-05-02T17:53:00,https://arynews.tv/
1995,road_condition,Potholes on main road,Several potholes reported on the central road.,Sukkur,Medium,2025-05-28T20:26:00,User Report (Chatbot)
1996,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Faisalabad,Critical,2025-06-24T03:30:00,https://arynews.tv/
1997,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Sukkur,Medium,2025-01-14T02:53:00,User Report (Chatbot)
1998,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Sialkot,Low,2024-12-04T11:06:00,User Report (Chatbot)
1999,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Hyderabad,High,2025-06-22T06:14:00,https://arynews.tv/
2000,road_condition,Potholes on main road,Several potholes reported on the central road.,Quetta,Low,2024-09-27T05:37:00,Local Traffic Police Report
2001,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Sialkot,High,2024-12-08T06:23:00,Local Traffic Police Report
2002,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Hyderabad,Critical,2024-10-23T20:39:00,User Report (Chatbot)
2003,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Lahore,Critical,2025-07-25T18:38:00,https://www.dawn.com/
2004,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Rawalpindi,Low,2025-01-11T12:59:00,Local Traffic Police Report
2005,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Sukkur,Medium,2025-06-14T08:56:00,https://arynews.tv/
2006,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Sukkur,Critical,2025-06-25T03:48:00,User Report (Chatbot)
2007,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Gujranwala,High,2025-07-17T19:44:00,Local Traffic Police Report
2008,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Peshawar,Medium,2024-10-13T15:38:00,Local Traffic Police Report
2009,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Islamabad,Medium,2025-06-24T13:20:00,https://arynews.tv/
2010,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Rawalpindi,Low,2025-08-31T00:10:00,https://www.geo.tv/
2011,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Faisalabad,High,2025-01-16T14:20:00,https://www.geo.tv/
2012,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Peshawar,Critical,2025-07-10T05:07:00,User Report (Chatbot)
2013,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Karachi,High,2025-07-19T08:14:00,https://www.geo.tv/
2014,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Gujranwala,High,2025-03-18T23:06:00,https://www.dawn.com/
2015,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Sukkur,High,2025-05-03T22:26:00,https://www.geo.tv/
2016,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Hyderabad,High,2024-12-23T23:20:00,User Report (Chatbot)
2017,road_condition,Potholes on main road,Several potholes reported on the central road.,Sialkot,Low,2024-09-07T23:56:00,https://www.geo.tv/
2018,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Sialkot,Low,2025-01-27T04:12:00,Local Traffic Police Report
2019,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Islamabad,High,2024-11-17T07:37:00,https://www.dawn.com/
2020,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Gujranwala,High,2025-05-18T18:29:00,https://www.geo.tv/
2021,road_condition,Potholes on main road,Several potholes reported on the central road.,Karachi,Critical,2025-02-06T18:48:00,Local Traffic Police Report
2022,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Gujranwala,Critical,2025-01-11T17:21:00,User Report (Chatbot)
2023,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Sukkur,Medium,2025-09-04T09:18:00,User Report (Chatbot)
2024,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Karachi,High,2025-03-10T00:54:00,User Report (Chatbot)
2025,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Rawalpindi,Low,2024-09-12T19:18:00,https://arynews.tv/
2026,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Karachi,Low,2025-05-30T01:12:00,Local Traffic Police Report
2027,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Sukkur,Medium,2024-09-28T21:42:00,https://arynews.tv/
2028,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Karachi,Critical,2024-12-23T23:47:00,https://www.geo.tv/
2029,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Gujranwala,High,2024-10-05T20:16:00,https://arynews.tv/
2030,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Hyderabad,Low,2025-02-16T06:00:00,https://www.dawn.com/
2031,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Faisalabad,Medium,2025-05-02T06:04:00,Local Traffic Police Report
2032,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Sialkot,High,2025-08-14T05:17:00,Local Traffic Police Report
2033,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Peshawar,Low,2025-05-22T05:32:00,Local Traffic Police Report
2034,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Faisalabad,Low,2025-04-16T23:22:00,User Report (Chatbot)
2035,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Gujranwala,Medium,2024-10-21T16:05:00,https://www.geo.tv/
2036,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Sialkot,Critical,2025-06-20T15:32:00,User Report (Chatbot)
2037,road_condition,Potholes on main road,Several potholes reported on the central road.,Sukkur,Medium,2025-01-29T01:04:00,Local Traffic Police Report
2038,road_condition,Potholes on main road,Several potholes reported on the central road.,Lahore,Medium,2024-11-25T15:14:00,Local Traffic Police Report
2039,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Multan,Critical,2024-11-15T15:13:00,https://www.geo.tv/
2040,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Sukkur,High,2025-04-18T09:40:00,Local Traffic Police Report
2041,road_condition,Potholes on main road,Several potholes reported on the central road.,Sukkur,Low,2024-11-24T19:20:00,User Report (Chatbot)
2042,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Karachi,Critical,2024-12-12T15:58:00,Local Traffic Police Report
2043,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Quetta,Medium,2024-10-14T06:53:00,https://www.geo.tv/
2044,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Karachi,Low,2025-02-16T06:35:00,https://arynews.tv/
2045,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Sukkur,Medium,2024-10-04T17:03:00,https://www.geo.tv/
2046,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Karachi,High,2024-10-17T12:21:00,Local Traffic Police Report
2047,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Lahore,Low,2025-09-03T12:15:00,https://arynews.tv/
2048,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Peshawar,Low,2025-02-06T17:04:00,Local Traffic Police Report
2049,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Karachi,Medium,2025-02-19T00:52:00,User Report (Chatbot)
2050,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Faisalabad,Critical,2025-02-12T11:37:00,https://arynews.tv/
2051,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Sukkur,Critical,2025-09-25T17:46:00,https://www.dawn.com/
2052,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Islamabad,High,2024-12-21T10:57:00,Local Traffic Police Report
2053,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Gujranwala,Low,2024-10-08T21:24:00,https://www.dawn.com/
2054,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sukkur,Critical,2025-08-13T18:21:00,https://www.geo.tv/
2055,road_condition,Potholes on main road,Several potholes reported on the central road.,Quetta,Low,2025-01-14T14:17:00,https://arynews.tv/
2056,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Peshawar,Critical,2024-11-22T00:50:00,https://www.dawn.com/
2057,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Hyderabad,High,2025-02-26T05:40:00,https://www.geo.tv/
2058,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Karachi,High,2025-05-17T04:13:00,https://arynews.tv/
2059,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Hyderabad,Critical,2025-02-03T14:11:00,https://www.geo.tv/
2060,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Faisalabad,High,2025-02-27T09:09:00,https://arynews.tv/
2061,road_condition,Potholes on main road,Several potholes reported on the central road.,Rawalpindi,Critical,2025-05-26T10:22:00,User Report (Chatbot)
2062,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Rawalpindi,Medium,2025-04-03T06:14:00,User Report (Chatbot)
2063,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Quetta,Medium,2024-10-14T16:26:00,User Report (Chatbot)
2064,road_condition,Potholes on main road,Several potholes reported on the central road.,Hyderabad,Medium,2025-06-13T09:24:00,https://arynews.tv/
2065,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Gujranwala,Low,2024-11-20T18:55:00,User Report (Chatbot)
2066,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Peshawar,Low,2024-12-06T18:22:00,https://www.dawn.com/
2067,road_condition,Potholes on main road,Several potholes reported on the central road.,Hyderabad,High,2025-03-30T08:15:00,User Report (Chatbot)
2068,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Sialkot,Low,2025-06-19T12:43:00,https://www.dawn.com/
2069,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Karachi,Low,2025-04-05T17:29:00,https://www.geo.tv/
2070,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Islamabad,Critical,2024-09-02T01:02:00,https://www.geo.tv/
2071,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Quetta,High,2024-09-29T14:37:00,Local Traffic Police Report
2072,road_condition,Potholes on main road,Several potholes reported on the central road.,Islamabad,Critical,2025-06-30T20:09:00,https://www.dawn.com/
2073,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Lahore,Low,2025-02-01T18:37:00,https://www.dawn.com/
2074,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Lahore,Medium,2025-07-21T09:43:00,User Report (Chatbot)
2075,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Faisalabad,Low,2025-07-06T19:10:00,https://www.dawn.com/
2076,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Lahore,Low,2025-09-21T02:49:00,User Report (Chatbot)
2077,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Hyderabad,Critical,2025-04-03T21:57:00,https://www.dawn.com/
2078,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Gujranwala,High,2025-07-19T01:23:00,https://www.geo.tv/
2079,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Karachi,Medium,2024-10-03T02:02:00,https://arynews.tv/
2080,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Faisalabad,Medium,2025-02-12T07:00:00,https://www.dawn.com/
2081,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Rawalpindi,Medium,2025-04-22T19:58:00,User Report (Chatbot)
2082,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Hyderabad,Medium,2024-09-19T15:18:00,https://www.dawn.com/
2083,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Hyderabad,High,2024-11-05T05:56:00,https://www.dawn.com/
2084,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Peshawar,Critical,2024-11-21T04:01:00,https://www.dawn.com/
2085,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Islamabad,Medium,2024-10-13T06:46:00,Local Traffic Police Report
2086,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Sukkur,Medium,2024-11-09T06:00:00,Local Traffic Police Report
2087,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Lahore,Low,2024-12-02T15:25:00,https://arynews.tv/
2088,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Rawalpindi,Critical,2024-09-04T16:32:00,https://arynews.tv/
2089,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Rawalpindi,High,2025-04-25T23:27:00,User Report (Chatbot)
2090,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Hyderabad,High,2025-08-31T05:23:00,https://www.geo.tv/
2091,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Quetta,Low,2024-10-31T06:32:00,https://arynews.tv/
2092,road_condition,Potholes on main road,Several potholes reported on the central road.,Faisalabad,Medium,2025-03-17T01:32:00,User Report (Chatbot)
2093,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Peshawar,Critical,2025-01-05T03:22:00,https://www.geo.tv/
2094,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Sukkur,Low,2025-02-19T03:18:00,https://arynews.tv/
